edad,genero,zona_residencia,nivel,grado,tipo_escuela,veces_repitio_grado,sobre_edad,promedio_actual,promedio_anterior,materias_reprobadas,porcentaje_asistencia,tercil_socioeconomico,nivel_educacion_padres,trabaja_estudiante
16,M,Rural,Media,11,Oficial,0,0,2.66,2.57,0,62.4,1,Primaria_Completa,1
9,M,Urbana,Primaria,4,Oficial,0,0,3.01,2.74,0,69.6,1,Secundaria_Incompleta,0
16,F,Urbana,Media,11,Particular,0,0,3.57,3.36,0,85.9,2,Secundaria_Incompleta,0
9,M,Urbana,Primaria,3,Oficial,0,1,3.98,3.69,3,71.3,1,Secundaria_Completa,0
6,M,Rural,Primaria,1,Oficial,0,0,3.68,3.35,0,75.2,1,Secundaria_Completa,0
15,M,Urbana,Media,10,Oficial,0,0,3.04,2.98,0,83.5,2,Secundaria_Completa,0
14,M,Rural,Premedia,9,Oficial,0,0,5.0,5.0,3,88.4,3,Universidad,0
10,M,Urbana,Primaria,5,Oficial,0,0,3.36,3.55,0,71.0,2,Secundaria_Incompleta,0
10,M,Urbana,Primaria,5,Oficial,0,0,4.74,4.61,0,90.0,2,Universidad,0
8,M,Urbana,Primaria,2,Oficial,0,1,3.1,2.51,0,54.7,1,Secundaria_Incompleta,1
7,F,Urbana,Primaria,2,Oficial,0,0,3.78,3.99,1,86.6,3,Universidad,0
17,M,Urbana,Media,10,Particular,0,2,1.85,1.63,3,56.9,1,Primaria_Completa,1
6,F,Urbana,Primaria,1,Oficial,0,0,3.17,3.11,2,89.8,3,Universidad,0
8,M,Rural,Primaria,3,Oficial,0,0,3.9,4.12,0,87.7,3,Secundaria_Completa,0
16,M,Rural,Media,11,Oficial,0,0,4.08,4.06,0,90.2,3,Universidad,0
12,M,Urbana,Premedia,7,Oficial,0,0,3.13,3.66,0,75.5,1,Primaria_Completa,0
8,F,Urbana,Primaria,3,Oficial,0,0,2.82,2.46,0,75.6,1,Primaria_Completa,0
15,F,Rural,Premedia,8,Oficial,0,2,4.45,4.75,0,63.0,1,Secundaria_Completa,1
6,M,Urbana,Primaria,1,Oficial,2,0,2.86,2.26,0,83.2,1,Primaria_Completa,0
12,M,Rural,Primaria,6,Oficial,0,1,2.89,2.83,0,77.4,1,Secundaria_Completa,0
17,M,Rural,Media,10,Oficial,0,2,3.43,3.14,0,60.2,1,Primaria_Incompleta,1
16,M,Urbana,Premedia,8,Oficial,0,3,4.27,3.8,0,82.2,3,Universidad,0
8,F,Rural,Primaria,3,Oficial,0,0,3.76,4.06,0,86.0,2,Secundaria_Incompleta,0
12,F,Urbana,Premedia,7,Oficial,0,0,3.51,4.77,0,75.5,1,Secundaria_Completa,0
16,M,Urbana,Premedia,9,Oficial,0,2,3.7,3.41,1,66.1,1,Secundaria_Incompleta,1
13,F,Urbana,Premedia,8,Oficial,0,0,3.76,3.56,0,80.8,2,Secundaria_Completa,0
17,F,Urbana,Media,12,Oficial,0,0,3.98,3.83,0,87.6,3,Secundaria_Completa,0
14,F,Urbana,Premedia,7,Oficial,0,2,4.81,4.78,1,66.7,1,Universidad,1
9,F,Urbana,Primaria,4,Oficial,0,0,3.65,3.37,0,82.9,2,Secundaria_Completa,0
16,M,Urbana,Media,11,Oficial,0,0,2.79,2.79,0,92.2,3,Secundaria_Completa,0
12,F,Rural,Premedia,7,Oficial,2,0,2.32,2.39,0,70.5,1,Secundaria_Incompleta,0
15,M,Urbana,Media,10,Oficial,0,0,3.19,4.09,0,52.4,1,Secundaria_Completa,1
9,F,Rural,Primaria,3,Oficial,2,1,2.28,2.33,3,61.1,1,Secundaria_Completa,1
10,M,Urbana,Primaria,4,Oficial,0,1,4.87,5.0,0,73.6,1,Primaria_Completa,0
17,F,Urbana,Media,11,Oficial,0,1,3.31,3.18,3,57.8,1,Secundaria_Incompleta,1
14,M,Urbana,Premedia,9,Oficial,1,0,2.18,1.59,1,59.8,1,Secundaria_Incompleta,0
14,F,Rural,Premedia,9,Oficial,1,0,2.24,2.25,0,72.5,1,Primaria_Completa,0
12,M,Rural,Premedia,7,Oficial,0,0,2.69,2.57,0,66.9,1,Secundaria_Incompleta,1
15,M,Urbana,Premedia,9,Oficial,0,1,3.4,3.86,3,78.7,1,Secundaria_Incompleta,0
10,M,Rural,Primaria,5,Oficial,0,0,2.66,3.11,0,78.8,1,Secundaria_Incompleta,0
18,F,Urbana,Media,11,Oficial,0,2,2.1,2.36,3,61.1,1,Secundaria_Completa,1
9,F,Rural,Primaria,4,Particular,0,0,5.0,5.0,0,91.1,1,Secundaria_Incompleta,0
8,M,Urbana,Primaria,1,Oficial,0,2,3.45,3.96,0,75.5,1,Secundaria_Incompleta,0
11,M,Urbana,Primaria,6,Oficial,0,0,3.52,4.21,0,67.5,1,Primaria_Completa,0
13,M,Urbana,Premedia,8,Particular,0,0,2.38,2.62,2,67.8,1,Primaria_Incompleta,0
18,F,Urbana,Media,11,Oficial,1,2,1.86,1.77,2,67.4,1,Primaria_Incompleta,0
13,M,Urbana,Premedia,8,Oficial,0,0,3.68,3.79,0,75.0,1,Secundaria_Incompleta,0
17,F,Urbana,Media,12,Particular,0,0,3.19,3.62,0,65.1,1,Secundaria_Completa,1
11,F,Urbana,Primaria,6,Particular,0,0,3.83,3.4,0,64.0,2,Secundaria_Incompleta,1
16,F,Urbana,Media,11,Oficial,0,0,3.42,3.27,0,97.7,2,Secundaria_Completa,0
10,M,Urbana,Primaria,5,Oficial,0,0,3.68,4.98,0,86.5,1,Primaria_Completa,0
10,F,Urbana,Primaria,5,Particular,0,0,3.65,3.54,0,77.8,3,Universidad,1
17,M,Urbana,Media,12,Oficial,0,0,2.58,2.49,0,65.4,1,Primaria_Completa,1
12,F,Urbana,Premedia,7,Oficial,1,0,2.65,2.18,3,65.3,1,Primaria_Incompleta,0
8,M,Rural,Primaria,3,Oficial,0,0,3.19,3.63,0,92.3,3,Universidad,0
11,M,Rural,Primaria,6,Oficial,0,0,3.87,4.26,2,60.5,1,Secundaria_Completa,1
8,M,Rural,Primaria,3,Oficial,1,0,2.45,2.14,1,69.0,1,Secundaria_Completa,0
7,F,Urbana,Primaria,2,Particular,0,0,3.5,3.45,0,91.3,2,Secundaria_Completa,0
14,M,Urbana,Premedia,9,Oficial,2,0,2.39,1.48,3,79.7,1,Secundaria_Completa,0
16,M,Urbana,Media,11,Oficial,0,0,2.35,2.7,0,76.0,1,Secundaria_Incompleta,0
17,M,Urbana,Premedia,9,Oficial,0,3,2.84,3.18,3,72.6,1,Secundaria_Incompleta,0
16,M,Urbana,Premedia,9,Oficial,0,2,3.31,3.56,3,77.1,1,Primaria_Completa,0
17,M,Rural,Media,12,Oficial,0,0,4.6,4.97,0,71.7,1,Secundaria_Incompleta,0
14,F,Urbana,Premedia,9,Oficial,0,0,3.63,4.05,0,66.9,1,Secundaria_Completa,1
8,F,Urbana,Primaria,3,Oficial,0,0,4.24,4.66,0,87.7,3,Universidad,0
13,M,Rural,Premedia,8,Oficial,0,0,2.87,3.79,0,60.3,1,Secundaria_Incompleta,0
13,F,Rural,Premedia,8,Oficial,0,0,2.45,1.88,2,65.7,1,Primaria_Completa,0
15,F,Urbana,Media,10,Oficial,0,0,3.37,3.29,0,64.8,1,Secundaria_Incompleta,1
11,M,Urbana,Primaria,3,Particular,0,3,2.8,2.55,3,73.7,1,Secundaria_Completa,0
12,M,Urbana,Premedia,7,Oficial,3,0,2.32,2.17,1,79.1,2,Secundaria_Incompleta,0
12,M,Urbana,Premedia,7,Oficial,0,0,5.0,4.89,0,73.0,3,Secundaria_Completa,1
11,M,Rural,Primaria,6,Oficial,0,0,4.19,4.29,0,81.7,2,Universidad,0
12,M,Urbana,Premedia,7,Oficial,0,0,4.32,3.91,0,81.1,1,Secundaria_Completa,0
17,F,Urbana,Media,10,Particular,0,2,3.33,3.13,0,57.5,1,Primaria_Completa,1
17,F,Urbana,Media,12,Particular,0,0,3.25,3.23,1,66.1,1,Secundaria_Completa,0
9,F,Rural,Primaria,4,Particular,0,0,2.97,2.54,1,74.5,1,Primaria_Completa,0
17,F,Urbana,Media,11,Oficial,1,1,2.16,1.91,0,57.6,1,Primaria_Completa,1
15,F,Urbana,Premedia,9,Oficial,0,1,3.43,3.65,0,56.0,1,Primaria_Completa,1
14,M,Urbana,Premedia,9,Particular,2,0,2.44,2.4,0,75.3,1,Secundaria_Completa,0
11,F,Urbana,Primaria,6,Oficial,0,0,3.28,3.7,2,72.5,1,Primaria_Incompleta,0
10,F,Urbana,Primaria,5,Oficial,1,0,1.5,1.54,0,63.0,1,Secundaria_Incompleta,1
14,F,Urbana,Premedia,9,Oficial,0,0,4.72,4.92,0,78.9,3,Universidad,1
18,F,Urbana,Media,12,Oficial,0,1,3.96,3.38,2,70.3,1,Secundaria_Completa,0
19,M,Urbana,Media,11,Particular,0,3,1.89,2.76,0,57.8,1,Secundaria_Incompleta,1
9,M,Rural,Primaria,4,Oficial,0,0,1.94,1.49,1,74.9,2,Secundaria_Incompleta,0
11,F,Urbana,Primaria,6,Oficial,1,0,2.22,1.95,0,68.2,1,Secundaria_Incompleta,0
16,M,Rural,Premedia,8,Particular,0,3,3.39,3.28,0,76.0,2,Secundaria_Completa,1
14,F,Urbana,Premedia,9,Oficial,0,0,2.63,2.8,2,73.7,2,Secundaria_Incompleta,0
15,M,Urbana,Media,10,Oficial,2,0,2.97,2.26,0,77.6,1,Secundaria_Incompleta,0
15,F,Urbana,Media,10,Oficial,0,0,3.79,3.75,0,87.8,3,Secundaria_Completa,0
16,M,Urbana,Media,11,Oficial,0,0,4.97,5.0,0,96.2,3,Secundaria_Completa,0
13,M,Urbana,Premedia,8,Oficial,0,0,4.11,3.6,0,84.1,2,Secundaria_Completa,0
12,M,Rural,Premedia,7,Particular,0,0,3.63,3.61,0,91.0,2,Secundaria_Incompleta,0
10,M,Urbana,Primaria,4,Oficial,0,1,3.16,3.06,0,74.7,1,Primaria_Completa,0
11,M,Urbana,Primaria,6,Oficial,0,0,3.58,3.24,0,70.8,1,Secundaria_Incompleta,0
20,F,Rural,Media,12,Particular,1,3,2.02,1.83,0,48.8,1,Primaria_Completa,1
17,F,Urbana,Media,12,Oficial,0,0,4.8,3.64,0,79.4,2,Secundaria_Completa,0
15,F,Urbana,Premedia,8,Particular,0,2,3.39,3.09,0,53.3,1,Primaria_Completa,1
18,F,Urbana,Media,12,Oficial,0,1,2.02,2.09,2,71.4,1,Secundaria_Incompleta,0
15,M,Urbana,Media,10,Oficial,0,0,2.87,3.19,0,62.3,1,Secundaria_Incompleta,1
6,F,Urbana,Primaria,1,Oficial,2,0,2.88,2.13,0,78.2,2,Secundaria_Incompleta,0
14,F,Rural,Premedia,9,Particular,0,0,3.0,3.07,0,70.7,1,Secundaria_Completa,0
16,M,Rural,Premedia,9,Oficial,0,2,3.48,3.32,0,67.1,1,Secundaria_Completa,0
12,M,Urbana,Premedia,7,Oficial,0,0,3.25,2.83,3,54.4,1,Secundaria_Incompleta,1
13,F,Rural,Premedia,8,Oficial,0,0,3.64,4.05,3,86.8,3,Universidad,0
17,F,Urbana,Media,10,Oficial,0,2,2.05,1.22,0,67.8,1,Secundaria_Incompleta,0
9,M,Urbana,Primaria,4,Oficial,0,0,2.37,2.88,1,63.9,1,Primaria_Completa,0
6,M,Rural,Primaria,1,Particular,0,0,4.35,3.89,0,94.4,3,Secundaria_Completa,0
7,M,Urbana,Primaria,2,Particular,0,0,2.94,3.03,0,81.4,1,Universidad,0
16,F,Urbana,Premedia,9,Particular,0,2,3.45,3.73,0,75.2,2,Secundaria_Incompleta,1
17,F,Urbana,Media,12,Oficial,0,0,2.52,2.8,3,77.4,2,Secundaria_Completa,0
8,F,Urbana,Primaria,3,Oficial,0,0,3.58,3.61,0,85.8,3,Universidad,0
17,M,Urbana,Media,10,Particular,0,2,3.34,3.65,0,72.6,1,Primaria_Completa,0
15,F,Urbana,Media,10,Oficial,0,0,3.42,3.95,0,79.6,1,Secundaria_Incompleta,0
11,M,Rural,Primaria,6,Oficial,0,0,2.9,3.45,2,68.1,1,Secundaria_Incompleta,0
13,M,Rural,Premedia,8,Oficial,0,0,5.0,4.26,0,87.0,3,Universidad,0
16,F,Urbana,Media,11,Oficial,0,0,4.1,4.09,0,59.6,1,Secundaria_Incompleta,1
12,M,Rural,Premedia,7,Oficial,0,0,2.42,2.66,0,75.8,2,Universidad,0
14,F,Rural,Premedia,9,Particular,0,0,4.59,3.98,0,83.8,1,Secundaria_Completa,0
14,F,Rural,Premedia,8,Oficial,2,1,1.94,1.8,0,51.4,1,Primaria_Completa,1
16,F,Urbana,Media,11,Oficial,0,0,4.46,4.35,0,96.4,2,Universidad,0
6,F,Rural,Primaria,1,Particular,0,0,4.46,4.53,2,84.0,3,Secundaria_Completa,0
15,F,Urbana,Media,10,Oficial,1,0,2.25,1.99,2,53.7,1,Primaria_Completa,1
16,F,Urbana,Media,11,Particular,0,0,5.0,4.75,0,93.3,3,Universidad,0
19,M,Rural,Media,11,Oficial,0,3,3.44,3.78,0,68.4,1,Secundaria_Incompleta,0
10,F,Urbana,Primaria,5,Oficial,0,0,3.22,3.12,0,88.9,3,Secundaria_Completa,0
17,F,Urbana,Media,12,Oficial,0,0,1.95,1.93,1,60.9,1,Secundaria_Incompleta,1
8,M,Urbana,Primaria,3,Particular,0,0,4.58,4.63,0,89.2,2,Secundaria_Incompleta,0
8,M,Rural,Primaria,3,Oficial,0,0,4.94,5.0,0,89.7,3,Secundaria_Completa,0
10,M,Urbana,Primaria,4,Particular,0,1,3.88,4.14,0,61.8,1,Secundaria_Incompleta,1
11,F,Urbana,Primaria,6,Oficial,0,0,4.41,4.76,1,94.7,3,Universidad,0
15,M,Rural,Media,10,Particular,0,0,5.0,5.0,0,87.3,3,Universidad,0
9,F,Urbana,Primaria,4,Oficial,0,0,4.33,4.28,0,89.1,2,Universidad,0
16,M,Urbana,Media,11,Oficial,0,0,3.71,3.46,0,85.0,2,Universidad,1
8,F,Rural,Primaria,1,Oficial,0,2,4.47,4.53,0,72.3,1,Secundaria_Completa,0
17,M,Rural,Media,12,Particular,0,0,4.5,3.76,0,63.9,1,Secundaria_Incompleta,1
6,F,Urbana,Primaria,1,Oficial,0,0,2.99,3.68,0,78.2,1,Secundaria_Completa,0
17,F,Urbana,Media,12,Oficial,0,0,4.57,4.39,0,84.5,3,Universidad,0
14,F,Urbana,Primaria,6,Oficial,0,3,4.23,4.61,0,86.0,2,Secundaria_Completa,1
14,F,Rural,Premedia,7,Oficial,0,2,5.0,5.0,0,82.2,2,Secundaria_Completa,0
9,M,Urbana,Primaria,4,Oficial,0,0,2.39,2.66,3,62.8,1,Primaria_Completa,0
16,F,Urbana,Premedia,9,Oficial,0,2,3.9,4.08,0,71.0,1,Secundaria_Completa,1
10,F,Urbana,Primaria,5,Oficial,0,0,3.14,3.8,0,67.8,1,Primaria_Completa,0
13,F,Urbana,Premedia,8,Oficial,0,0,2.63,2.73,0,68.7,1,Secundaria_Incompleta,0
16,F,Urbana,Media,11,Oficial,0,0,3.91,3.38,0,90.5,2,Secundaria_Incompleta,0
9,F,Urbana,Primaria,4,Particular,0,0,3.61,4.18,0,87.0,2,Secundaria_Completa,1
16,F,Urbana,Media,11,Oficial,0,0,3.31,3.13,0,66.3,1,Secundaria_Incompleta,1
10,F,Urbana,Primaria,5,Oficial,0,0,2.95,3.12,0,81.4,1,Secundaria_Incompleta,0
17,F,Urbana,Media,12,Oficial,0,0,4.08,3.62,0,91.1,3,Secundaria_Completa,0
17,F,Rural,Media,12,Particular,0,0,3.35,4.12,0,81.6,1,Secundaria_Incompleta,0
8,M,Rural,Primaria,3,Oficial,0,0,3.33,2.94,0,77.6,2,Secundaria_Completa,0
11,F,Rural,Primaria,4,Oficial,0,2,3.75,4.08,0,77.7,1,Secundaria_Incompleta,0
15,F,Urbana,Media,10,Oficial,0,0,3.91,4.3,0,72.5,2,Secundaria_Completa,1
9,M,Urbana,Primaria,4,Oficial,0,0,3.72,3.91,0,97.4,3,Universidad,0
11,M,Urbana,Primaria,6,Oficial,0,0,4.22,4.07,0,82.6,2,Universidad,0
14,M,Urbana,Premedia,9,Oficial,0,0,3.61,3.67,0,87.3,3,Universidad,0
14,M,Urbana,Premedia,9,Oficial,0,0,4.84,4.11,0,75.6,2,Universidad,1
16,F,Urbana,Premedia,9,Oficial,0,2,3.49,3.7,0,56.1,1,Secundaria_Incompleta,1
14,F,Urbana,Premedia,9,Oficial,0,0,3.61,3.04,0,64.9,1,Primaria_Incompleta,1
8,M,Urbana,Primaria,3,Oficial,0,0,3.97,4.56,0,71.5,1,Secundaria_Incompleta,0
11,M,Urbana,Primaria,6,Oficial,0,0,2.94,3.07,0,68.9,1,Secundaria_Incompleta,0
16,M,Rural,Premedia,8,Oficial,0,3,2.8,2.78,1,55.9,1,Primaria_Completa,1
11,M,Rural,Primaria,6,Oficial,0,0,3.83,3.74,0,71.2,2,Secundaria_Completa,1
16,F,Rural,Media,11,Oficial,0,0,4.64,4.58,0,84.0,3,Universidad,0
12,M,Rural,Premedia,7,Oficial,0,0,4.11,3.87,0,81.6,2,Secundaria_Incompleta,0
13,F,Rural,Premedia,8,Oficial,0,0,4.71,3.97,0,91.1,3,Universidad,0
14,M,Rural,Premedia,9,Oficial,0,0,5.0,5.0,1,90.3,3,Universidad,0
12,F,Urbana,Premedia,7,Particular,0,0,3.25,3.26,0,86.4,2,Secundaria_Incompleta,0
14,F,Urbana,Premedia,9,Oficial,0,0,4.17,3.75,0,63.1,1,Secundaria_Incompleta,0
9,F,Rural,Primaria,4,Oficial,0,0,4.15,4.42,0,82.9,2,Universidad,0
15,M,Rural,Premedia,7,Oficial,0,3,4.24,4.51,0,68.2,1,Secundaria_Incompleta,0
13,M,Urbana,Premedia,8,Particular,0,0,2.66,2.89,0,76.9,1,Primaria_Completa,0
7,M,Urbana,Primaria,2,Oficial,0,0,4.91,4.6,0,83.3,2,Universidad,0
7,F,Rural,Primaria,2,Oficial,0,0,3.84,3.73,0,84.6,2,Secundaria_Incompleta,0
14,M,Urbana,Premedia,9,Oficial,0,0,4.86,4.83,0,89.4,3,Universidad,0
10,M,Urbana,Primaria,5,Particular,0,0,5.0,4.72,0,70.3,1,Secundaria_Incompleta,0
17,M,Urbana,Premedia,9,Oficial,0,3,2.57,2.5,0,71.8,1,Secundaria_Incompleta,0
7,M,Rural,Primaria,2,Oficial,0,0,2.99,3.73,0,81.0,1,Secundaria_Incompleta,0
6,M,Rural,Primaria,1,Oficial,0,0,2.85,2.96,1,82.3,2,Universidad,0
7,M,Urbana,Primaria,2,Oficial,0,0,3.58,2.81,0,72.6,1,Secundaria_Completa,0
13,M,Rural,Premedia,7,Particular,2,1,1.88,1.39,3,61.9,1,Primaria_Completa,0
10,F,Urbana,Primaria,5,Oficial,0,0,3.93,3.45,0,72.6,1,Secundaria_Completa,0
16,M,Urbana,Media,11,Oficial,0,0,3.34,3.4,0,68.3,2,Secundaria_Completa,1
16,M,Rural,Media,11,Oficial,0,0,3.6,3.34,0,87.5,3,Secundaria_Completa,0
13,M,Urbana,Primaria,6,Oficial,0,2,3.98,2.98,0,85.7,2,Secundaria_Incompleta,0
17,M,Urbana,Media,12,Oficial,0,0,2.88,3.48,3,65.5,1,Secundaria_Incompleta,1
16,M,Urbana,Media,11,Oficial,0,0,3.69,4.37,0,82.5,3,Secundaria_Completa,0
13,M,Rural,Premedia,8,Oficial,0,0,2.3,2.23,1,67.3,1,Secundaria_Incompleta,0
16,F,Rural,Media,11,Particular,0,0,2.03,2.8,0,71.2,1,Secundaria_Completa,0
14,F,Urbana,Premedia,7,Oficial,0,2,3.72,3.28,2,73.1,1,Secundaria_Incompleta,0
16,M,Urbana,Media,11,Oficial,0,0,4.16,4.4,0,62.1,1,Secundaria_Incompleta,1
12,F,Rural,Premedia,7,Oficial,0,0,3.34,4.19,0,57.8,1,Secundaria_Completa,1
15,M,Urbana,Premedia,9,Oficial,0,1,3.3,3.6,3,84.3,2,Secundaria_Incompleta,0
10,F,Urbana,Primaria,5,Particular,0,0,3.24,3.27,0,75.1,1,Primaria_Completa,0
8,F,Rural,Primaria,3,Oficial,0,0,3.83,3.99,0,97.7,2,Universidad,0
14,F,Urbana,Premedia,9,Particular,0,0,4.35,3.9,0,89.6,2,Secundaria_Completa,0
7,F,Urbana,Primaria,2,Oficial,0,0,3.96,4.12,0,84.2,2,Secundaria_Incompleta,0
13,M,Rural,Premedia,8,Oficial,0,0,4.36,3.74,0,100.0,3,Universidad,0
13,F,Urbana,Premedia,8,Oficial,0,0,3.4,2.69,0,59.8,1,Secundaria_Incompleta,1
6,F,Rural,Primaria,1,Oficial,0,0,4.82,4.8,3,91.4,3,Secundaria_Completa,0
14,M,Urbana,Primaria,6,Oficial,0,3,2.77,2.81,0,80.5,1,Primaria_Completa,0
14,F,Rural,Premedia,9,Oficial,0,0,4.49,4.25,0,66.8,1,Secundaria_Incompleta,1
15,F,Urbana,Media,10,Oficial,0,0,3.56,3.95,0,55.2,1,Primaria_Completa,1
16,F,Rural,Media,11,Oficial,0,0,3.57,3.81,0,59.6,1,Primaria_Completa,1
16,F,Urbana,Media,11,Oficial,0,0,3.46,3.29,0,60.3,1,Secundaria_Completa,1
14,F,Urbana,Premedia,8,Oficial,0,1,2.45,3.06,3,64.4,1,Primaria_Completa,0
16,F,Urbana,Media,11,Oficial,0,0,4.5,5.0,0,90.9,3,Universidad,0
15,F,Urbana,Media,10,Oficial,0,0,2.59,2.35,0,70.4,1,Secundaria_Incompleta,1
11,F,Urbana,Primaria,6,Oficial,0,0,2.91,3.71,0,74.8,1,Universidad,0
13,F,Urbana,Premedia,8,Oficial,0,0,4.44,4.69,2,80.0,2,Secundaria_Incompleta,0
9,F,Urbana,Primaria,4,Oficial,0,0,3.18,2.53,0,86.7,1,Secundaria_Incompleta,0
13,M,Rural,Premedia,8,Oficial,0,0,4.74,5.0,0,91.3,3,Secundaria_Completa,0
9,M,Rural,Primaria,2,Particular,0,2,3.25,3.2,0,68.3,1,Secundaria_Incompleta,0
11,F,Urbana,Primaria,6,Oficial,0,0,2.51,3.01,1,84.0,1,Secundaria_Incompleta,0
15,M,Urbana,Media,10,Oficial,0,0,3.73,3.95,0,93.7,3,Universidad,0
14,M,Urbana,Premedia,7,Particular,1,2,2.78,2.44,0,66.1,1,Secundaria_Completa,1
17,F,Rural,Premedia,9,Oficial,0,3,3.88,4.25,0,58.6,1,Secundaria_Incompleta,1
8,M,Urbana,Primaria,3,Oficial,0,0,4.43,4.3,0,82.8,3,Universidad,0
13,F,Urbana,Premedia,8,Oficial,2,0,2.11,2.44,0,77.1,2,Primaria_Completa,0
15,M,Urbana,Media,10,Oficial,0,0,2.74,2.34,3,65.9,1,Primaria_Completa,1
14,F,Urbana,Premedia,9,Particular,0,0,4.53,4.92,0,92.7,3,Universidad,0
10,F,Urbana,Primaria,5,Oficial,0,0,4.05,4.25,0,71.7,2,Secundaria_Completa,1
18,F,Rural,Media,11,Oficial,3,2,2.33,1.75,0,60.7,1,Primaria_Completa,0
7,M,Rural,Primaria,1,Oficial,0,1,3.31,2.67,0,76.1,1,Primaria_Incompleta,0
12,M,Urbana,Premedia,7,Oficial,0,0,3.38,3.28,0,81.0,1,Secundaria_Completa,0
14,M,Urbana,Premedia,9,Oficial,0,0,2.47,2.41,2,70.4,1,Secundaria_Incompleta,0
16,F,Rural,Media,11,Oficial,0,0,4.42,4.61,0,56.9,1,Secundaria_Incompleta,1
11,F,Urbana,Primaria,6,Oficial,0,0,3.46,4.02,0,84.7,2,Primaria_Completa,0
9,M,Rural,Primaria,4,Oficial,0,0,4.07,4.59,0,93.4,2,Secundaria_Incompleta,0
11,M,Urbana,Primaria,6,Oficial,0,0,4.53,4.16,0,86.9,2,Universidad,0
15,F,Urbana,Media,10,Oficial,0,0,2.86,3.36,0,71.4,1,Secundaria_Incompleta,0
17,M,Urbana,Media,12,Oficial,0,0,2.39,1.9,1,65.3,1,Primaria_Completa,0
17,F,Rural,Media,12,Oficial,0,0,3.54,3.02,0,85.8,2,Universidad,0
17,F,Urbana,Media,11,Oficial,1,1,2.72,2.41,0,58.1,1,Secundaria_Incompleta,1
12,M,Urbana,Premedia,7,Oficial,0,0,2.42,2.55,0,68.9,1,Secundaria_Completa,0
14,F,Urbana,Premedia,9,Particular,0,0,3.87,3.99,0,68.7,1,Secundaria_Completa,1
15,M,Urbana,Premedia,7,Oficial,0,3,3.39,3.0,0,79.9,1,Secundaria_Incompleta,0
11,M,Urbana,Primaria,4,Oficial,0,2,2.31,1.95,0,59.8,1,Secundaria_Incompleta,0
9,F,Urbana,Primaria,4,Oficial,0,0,3.41,3.92,0,71.9,2,Secundaria_Incompleta,0
14,M,Urbana,Premedia,9,Oficial,0,0,3.6,3.92,3,78.6,1,Secundaria_Incompleta,0
11,M,Urbana,Primaria,6,Particular,1,0,2.46,1.34,2,71.4,1,Primaria_Completa,0
15,F,Urbana,Media,10,Oficial,2,0,2.61,1.79,2,79.7,1,Secundaria_Incompleta,0
12,M,Rural,Premedia,7,Oficial,2,0,1.65,1.25,2,79.7,2,Secundaria_Completa,0
14,M,Rural,Premedia,9,Oficial,1,0,1.47,1.54,0,66.2,1,Primaria_Incompleta,0
14,F,Urbana,Premedia,9,Particular,0,0,2.52,2.26,2,65.9,1,Secundaria_Incompleta,1
12,F,Urbana,Premedia,7,Oficial,0,0,4.97,5.0,0,87.0,3,Universidad,0
8,M,Urbana,Primaria,1,Oficial,0,2,2.97,3.78,2,79.0,2,Secundaria_Completa,0
12,M,Rural,Primaria,4,Oficial,0,3,2.95,2.83,2,66.9,1,Secundaria_Incompleta,0
10,F,Urbana,Primaria,5,Oficial,0,0,2.7,3.47,1,78.9,1,Secundaria_Completa,0
10,F,Urbana,Primaria,5,Oficial,0,0,3.01,2.29,0,76.3,1,Primaria_Completa,0
15,M,Urbana,Media,10,Oficial,0,0,3.04,3.79,0,58.9,1,Secundaria_Incompleta,1
17,F,Rural,Media,12,Particular,0,0,3.88,4.02,0,88.5,2,Primaria_Completa,0
9,M,Urbana,Primaria,4,Oficial,0,0,1.13,1.33,0,53.7,1,Primaria_Completa,0
16,F,Rural,Media,11,Oficial,0,0,3.07,3.18,0,84.7,2,Secundaria_Incompleta,0
13,M,Rural,Premedia,8,Oficial,0,0,3.34,3.95,0,72.2,1,Secundaria_Incompleta,0
9,M,Urbana,Primaria,4,Oficial,0,0,5.0,4.9,3,100.0,3,Universidad,0
12,F,Rural,Premedia,7,Oficial,0,0,4.73,4.43,3,87.8,3,Universidad,0
20,F,Urbana,Media,12,Oficial,0,3,2.63,3.09,0,67.3,1,Secundaria_Incompleta,0
16,F,Urbana,Media,11,Particular,0,0,4.4,4.29,0,87.4,3,Universidad,0
17,F,Rural,Media,12,Particular,0,0,3.84,4.71,0,65.2,1,Secundaria_Incompleta,1
7,F,Urbana,Primaria,2,Oficial,0,0,3.1,3.03,0,96.6,2,Universidad,0
19,M,Rural,Media,12,Oficial,0,2,2.47,2.66,2,59.5,1,Secundaria_Incompleta,0
17,F,Urbana,Media,12,Particular,2,0,2.48,2.38,3,81.9,2,Universidad,0
17,F,Urbana,Media,12,Oficial,2,0,2.23,2.27,1,60.0,1,Primaria_Completa,1
7,F,Urbana,Primaria,2,Oficial,0,0,3.66,4.34,0,75.9,1,Primaria_Completa,0
20,M,Urbana,Media,12,Oficial,0,3,3.47,3.12,0,83.3,2,Secundaria_Incompleta,0
16,M,Urbana,Media,11,Oficial,1,0,2.54,2.21,0,71.9,1,Secundaria_Completa,0
7,F,Urbana,Primaria,2,Oficial,0,0,3.23,2.65,0,71.5,1,Secundaria_Incompleta,0
17,M,Urbana,Media,12,Oficial,0,0,2.81,3.18,3,77.3,1,Primaria_Completa,0
